Sample,Mean_vel,Min_vel,Max_vel,Screen_time_off_percent,Sex
00383,0.051,0.0,0.9133,13.3065,0
00459,0.0308,0.0,0.1511,57.9154,1
00460,0.0591,0.0,0.3034,25.2396,1
00463,0.0085,0.0,0.093,79.4277,0
00465,0.0881,0.0,0.3378,69.1176,0
00466,0.0367,0.0,0.2396,82.5073,1
00467,0.1391,0.0,0.9184,39.2593,0
00469,0.0234,0.0,0.1597,56.018,0
00471,0.0048,0.0,0.0489,24.4113,1
00472,0.0049,0.0,0.0559,68.8498,0
00473,0.0696,0.0,0.2482,54.148,0
00475,0.046,0.0,0.5575,14.2415,0
00477,0.0027,0.0,0.0198,99.4487,1
00480,0.0042,0.0,0.0422,63.9647,1
00481,0.009,0.0,0.0614,59.657,0
00487,0.0209,0.0,0.1017,91.632,1
00488,0.0068,0.0,0.0483,69.5767,0
00491,0.0233,0.0,0.3352,83.2418,0
00492,0.0724,0.0,0.2563,65.2174,1
00493,0.0086,0.0,0.0869,29.6236,1
00494,0.0062,0.0,0.0491,40.9373,0
00495,0.0074,0.0,0.0791,40.1166,0
00496,0.0039,0.0,0.1469,3.0507,0
00499,0.0183,0.0,0.1067,59.1309,1
00500,0.02,0.0,0.1073,93.0602,0
00501,0.0217,0.0,0.1856,26.8855,1
00503,0.004,0.0,0.0374,76.5825,0
00505,0.0084,0.0,0.0923,39.2669,0
00507,0.0062,0.0,0.0626,70.6687,0
00509,0.0033,0.0,0.0356,55.5595,0
00510,0.0013,0.0,0.0654,2.6078,1
00511,0.0564,0.0,0.4622,93.2763,0
00512,0.0221,0.0,0.1523,46.3442,0
00513,0.0059,0.0,0.0338,57.5675,1
00514,0.0063,0.0,0.0762,36.715,0
00518,0.0255,0.0,0.1824,86.4548,0
00519,0.0002,0.0,0.0431,0.479,0
00520,0.007,0.0,0.0395,93.5331,1
00521,0.0159,0.0,0.0769,77.017,0
00522,0.0002,0.0,0.0519,0.3035,0
00525,0.0171,0.0,0.1163,52.8754,0
00531,0.021,0.0,0.133,67.0074,0
00533,0.0251,0.0,0.2923,67.7914,1
00534,0.0038,0.0,0.0465,64.2352,1
00535,0.0051,0.0,0.0539,66.6734,0
00539,0.0105,0.0,0.1186,40.0834,0
00540,0.0078,0.0,0.075,56.1322,0
00542,0.1117,0.0,0.4473,79.4872,0
00544,0.1,0.0,0.4046,97.5524,0
00545,0.0259,0.0,0.1318,83.4283,0
00546,0.0031,0.0,0.0313,62.2981,1
00547,0.0068,0.0,0.0668,17.1459,1
00548,0.0069,0.0,0.0515,90.4494,0
00549,0.0218,0.0,0.1417,84.3558,1
00550,0.0092,0.0,0.0593,54.3696,0
00553,0.0145,0.0,0.1261,18.2796,1
00554,0.0181,0.0,0.1299,66.2356,0
00555,0.009,0.0,0.0538,54.6772,1
00560,0.011,0.0,0.1072,25.3998,0
00562,0.0081,0.0,0.088,83.7906,0
00563,0.0066,0.0,0.0623,60.4925,0
00565,0.0079,0.0,0.0779,36.4259,1
00566,0.0061,0.0,0.046,59.0801,1
00569,0.0052,0.0,0.0955,8.4652,0
00572,0.0104,0.0,0.0696,97.7483,1
00574,0.0051,0.0,0.0491,65.3065,0
00575,0.0099,0.0,0.0731,67.6346,0
00578,0.1618,0.0,0.758,86.1905,0
00580,0.0039,0.0,0.044,71.7424,1
00581,0.0081,0.0,0.088,23.777,1
00584,0.088,0.0,0.503,66.4804,1
00585,0.0175,0.0,0.1101,58.252,1
00588,0.0094,0.0,0.0718,83.4938,0
00590,0.0616,0.0,0.5172,39.6194,0
00595,0.0073,0.0,0.0654,34.5992,1
00597,0.0068,0.0,0.0984,61.8709,1
00599,0.02,0.0,0.1345,100.0,1
00600,0.0057,0.0,0.0541,73.9083,1
00601,0.0071,0.0,0.0851,27.8486,1
00602,0.0085,0.0,0.0555,38.4221,1
00605,0.0085,0.0,0.0699,34.204,1
00606,0.0071,0.0,0.0659,73.2788,1
00607,0.0066,0.0,0.0588,72.6078,0
00610,0.0067,0.0,0.0519,58.2051,0
00611,0.0084,0.0,0.056,80.6606,1
00613,0.0161,0.0,0.1248,79.3566,0
00616,0.0065,0.0,0.0597,52.9074,0
00617,0.1454,0.0,0.5446,69.3548,1
00618,0.0188,0.0,0.1204,29.2219,1
00619,0.0052,0.0,0.0601,20.769,0
00621,0.0817,0.0,0.5848,65.1079,0
00622,0.0272,0.0,0.1642,44.4391,0
00623,0.0021,0.0,0.0407,94.3182,1
00624,0.0086,0.0,0.1065,42.486,1
00626,0.0077,0.0,0.0641,45.4966,1
00627,0.1184,0.0,0.9697,22.8426,0
00632,0.1027,0.0,0.552,38.9535,0
00633,0.5297,0.0803,1.4703,94.4444,0
00634,0.0936,0.0,0.3396,78.6972,0
00636,0.0155,0.0,0.13,27.7207,1
00638,0.0428,0.0,0.5301,20.5479,0
00641,0.0046,0.0,0.0505,46.6929,0
00642,0.0169,0.0,0.1012,74.4948,0
00643,0.0277,0.0,0.2685,74.1486,0
00644,0.0108,0.0,0.079,49.0375,0
00645,0.0516,0.0,0.3651,38.6427,0
00646,0.0072,0.0,0.059,41.2609,0
00649,0.044,0.0,0.1774,100.0,0
00650,0.007,0.0,0.0975,34.7269,0
00653,0.0047,0.0,0.0463,69.3904,1
00654,0.0064,0.0,0.0615,27.4438,1
00658,0.0432,0.0,0.2635,71.1699,0
00661,0.0261,0.0,0.1093,68.2692,0
00663,0.0448,0.0,0.353,30.1887,0
00666,0.0246,0.0,0.2799,11.2543,0
00667,0.0061,0.0,0.0662,46.8816,1
00668,0.0051,0.0,0.046,94.802,0
00669,0.0073,0.0,0.0484,68.8002,0
00670,0.0806,0.0,0.3904,91.9355,0
00672,0.0162,0.0,0.0918,91.4238,0
00675,0.2192,0.0,0.7209,82.7869,1
00676,0.0164,0.0,0.1579,17.5875,1
00677,0.0234,0.0,0.1828,83.7171,1
00678,0.0059,0.0,0.0882,64.9956,1
00679,0.0043,0.0,0.0441,42.6263,0
00680,0.0073,0.0,0.1141,10.481,0
00682,0.0085,0.0,0.0994,16.8621,1
00683,0.009,0.0,0.0831,37.9124,1
00686,0.0204,0.0,0.1677,31.352,0
00687,0.0635,0.0,0.2614,100.0,1
00688,0.0189,0.0,0.1135,53.2222,0
00690,0.0338,0.0,0.1379,83.2251,1
00691,0.0039,0.0,0.0456,79.1575,1
00693,0.1698,0.0,1.0205,65.0685,1
00694,0.0195,0.0,0.1145,67.3055,1
00695,0.0159,0.0,0.1066,73.8706,0
00696,0.0073,0.0,0.0632,50.1347,0
00699,0.118,0.0,0.4864,71.393,1
00700,0.0045,0.0,0.0723,12.8935,1
00704,0.0061,0.0,0.0784,31.672,0
00706,0.0064,0.0,0.0511,65.5894,1
00707,0.0444,0.0,0.1903,82.7586,0
00710,0.0091,0.0,0.0979,22.1338,0
00711,0.0502,0.0,0.2833,43.8596,1
00712,0.0067,0.0,0.0681,71.5576,1
00714,0.0046,0.0,0.0264,98.5944,1
00716,0.0752,0.0,0.6207,29.8722,1
00718,0.0072,0.0,0.0544,54.525,1
00719,0.0019,0.0,0.0246,99.3742,1
00721,0.0123,0.0,0.0972,68.6057,0
00722,0.0105,0.0,0.0736,51.9694,1
00728,0.051,0.0,0.4595,74.8387,1
00729,0.0148,0.0,0.1258,66.9975,0
00730,0.0211,0.0,0.1338,65.1143,1
00731,0.0233,0.0,0.1449,87.4598,1
00732,0.0042,0.0,0.0516,42.9402,1
00733,0.0211,0.0,0.2362,67.7296,0
00737,0.0075,0.0,0.0565,76.674,0
00740,0.003,0.0,0.0367,59.3496,0
00741,0.0031,0.0,0.0328,75.5561,1
00742,0.0503,0.0,0.3305,76.4526,0
00743,0.0107,0.0,0.0709,47.0865,0
00745,0.0792,0.0,0.4946,29.6474,0
00746,0.0111,0.0,0.1077,25.2944,0
00747,0.0076,0.0,0.0548,69.5491,1
00748,0.0058,0.0,0.0471,61.2485,0
00749,0.0611,0.0,0.2355,76.9504,1
00750,0.0051,0.0,0.0526,38.8285,1
00752,0.0255,0.0,0.1814,92.0245,0
00753,0.011,0.0,0.089,47.8969,1
00755,0.0196,0.0,0.1739,52.6851,1
00756,0.0545,0.0,0.4597,37.3832,0
00757,0.0064,0.0,0.0574,54.5256,0
00764,0.027,0.0,0.1209,50.1487,0
00765,0.0294,0.0,0.2332,66.6163,0
00767,0.0067,0.0,0.0562,65.7301,0
00771,0.0172,0.0,0.1072,42.3622,0
00772,0.0063,0.0,0.0618,48.3479,1
00773,0.0215,0.0,0.1233,91.3022,1
00774,0.1823,0.0,0.9816,21.5753,0
00775,0.0077,0.0,0.0593,84.9973,0
00776,0.0059,0.0,0.0579,70.9144,0
00777,0.0257,0.0,0.1166,71.4286,0
00779,0.0058,0.0,0.0531,27.9386,1
00789,0.0058,0.0,0.0786,58.1486,1
00790,0.0096,0.0,0.068,82.9793,0
00791,0.058,0.0,0.4242,46.3934,0
00795,0.0116,0.0,0.0816,65.9306,1
00796,0.0025,0.0,0.0284,84.0629,1
00798,0.0128,0.0,0.3734,16.7606,1
00801,0.0389,0.0,0.2194,51.264,1
00802,0.0089,0.0,0.0596,53.8026,0
00803,0.024,0.0,0.4614,7.7882,0
00804,0.0015,0.0,0.0233,95.7761,1
00806,0.0044,0.0,0.0407,64.8467,0
00807,0.0652,0.0,0.4393,85.3503,0
00808,0.0049,0.0,0.0765,62.9261,0
00810,0.0176,0.0,0.1786,34.3316,1
00811,0.0074,0.0,0.0604,56.2313,1
00812,0.0066,0.0,0.0596,65.7,0
00814,0.0102,0.0,0.1001,40.8654,0
00818,0.0233,0.0,0.1733,32.0875,1
00819,0.135,0.0,0.7755,64.8649,1
00820,0.0273,0.0,0.1686,74.2669,1
00821,0.0058,0.0,0.0556,33.3083,0
00823,0.0119,0.0,0.0767,40.4795,1
00825,0.2128,0.0,0.8224,76.4706,1
00827,0.0352,0.0,0.2137,34.1202,1
00828,0.1053,0.0,0.4026,79.8883,1
00831,0.0081,0.0,0.0673,59.3144,0
00832,0.054,0.0,0.4682,64.5768,0
00833,0.0105,0.0,0.0874,49.2684,0
00835,0.0022,0.0,0.0256,83.5279,1
00837,0.0041,0.0,0.046,51.5284,0
00840,0.0046,0.0,0.0475,51.1278,0
00841,0.1543,0.0,0.715,38.4615,0
00842,0.026,0.0,0.1751,53.1069,0
00849,0.0727,0.0,0.3516,40.5634,0
00850,0.0217,0.0,0.1225,75.6792,0
00851,0.0137,0.0,0.0767,43.1783,1
00852,0.0066,0.0,0.0584,28.0731,1
00853,0.0241,0.0,0.1814,41.3555,0
00855,0.0097,0.0,0.0738,44.7966,0
00859,0.0042,0.0,0.0428,27.6461,1
00861,0.0133,0.0,0.0605,80.9626,0
00864,0.0055,0.0,0.0914,66.5396,1
00865,0.01,0.0,0.0625,56.2347,0
00868,0.0086,0.0,0.0679,39.4023,0
00869,0.0084,0.0,0.0741,54.3256,0
00872,0.0158,0.0,0.1795,89.5415,1
00873,0.0346,0.0,0.2588,74.4361,1
00874,0.0059,0.0,0.0508,66.6354,1
00875,0.0195,0.0,0.1266,40.6155,1
00876,0.032,0.0,0.1295,78.6508,1
00878,0.0058,0.0,0.0462,65.1552,0
00880,0.0065,0.0,0.0491,56.3333,1
00881,0.0084,0.0,0.0696,68.7054,0
00882,0.007,0.0,0.0651,90.1693,0
00886,0.0681,0.0,0.7833,40.7583,0
00888,0.0064,0.0,0.0689,75.3257,0
00889,0.0256,0.0,0.2365,53.3602,1
00890,0.0281,0.0,0.0956,96.4424,1
00891,0.0227,0.0,0.2037,63.871,0
00892,0.0077,0.0,0.0566,50.1168,1
00894,0.0269,0.0,0.1695,39.7497,0
00896,0.0073,0.0,0.0659,64.1226,0
00897,0.0226,0.0,0.1024,73.8761,1
00898,0.0115,0.0,0.0884,33.5075,0
00899,0.0076,0.0,0.0788,26.1793,0
00900,0.0055,0.0,0.063,65.4466,0
00904,0.0285,0.0,0.1553,59.3159,0
00905,0.0072,0.0,0.0628,68.9547,0
00907,0.0082,0.0,0.0537,63.7846,1
00911,0.0071,0.0,0.0593,93.4009,0
00912,0.0077,0.0,0.0624,62.1951,0
00914,0.0124,0.0,0.1299,96.9363,0
00915,0.0171,0.0,0.0755,82.8063,1
00921,0.0048,0.0,0.0446,71.0319,0
00923,0.0388,0.0,0.3491,88.1579,1
00924,0.0072,0.0,0.0726,82.8473,1
00926,0.0243,0.0,0.1077,74.1285,0
00927,0.0063,0.0,0.0549,48.0718,0
00930,0.0281,0.0,0.1974,41.0769,1
00931,0.0376,0.0,0.1363,66.0949,1
00932,0.0029,0.0,0.0241,96.7002,1
00933,0.0055,0.0,0.0728,28.9929,0
00934,0.0086,0.0,0.074,47.9876,0
00935,0.0036,0.0,0.0286,99.3298,1
00938,0.0264,0.0,0.3502,84.1076,1
00939,0.752,0.2419,2.0162,90.625,1
00944,0.0053,0.0,0.0802,11.023,0
00945,0.0041,0.0,0.0412,67.4272,1
00947,0.0054,0.0,0.0637,82.1101,1
00948,0.0069,0.0,0.0598,57.157,0
00949,0.0053,0.0,0.059,51.8657,0
00953,0.0052,0.0,0.0545,62.4654,1
00955,0.4128,0.0,1.1222,100.0,1
00956,0.0603,0.0,0.4478,40.5512,1
00960,0.0059,0.0,0.0481,60.2941,0
00961,0.0513,0.0,0.3097,72.3757,1
00963,0.0252,0.0,0.1541,53.7442,1
00965,0.1254,0.0,0.4446,76.5993,0
00968,0.0912,0.0,0.309,64.6199,1
00969,0.0218,0.0,0.1317,47.0343,0
00971,0.0142,0.0,0.1019,40.9037,1
00974,0.0072,0.0,0.0644,32.5458,0
00976,0.0081,0.0,0.047,55.126,0
00980,0.0028,0.0,0.0497,17.3562,0
00981,0.0034,0.0,0.0308,74.8843,0
00982,0.0687,0.0,0.7225,13.9752,1
00983,0.02,0.0,0.1304,59.5794,1
00984,0.0371,0.0,0.867,5.2326,0
00986,0.033,0.0,0.1819,62.6812,1
00989,0.0282,0.0,0.2393,65.6338,0
00991,0.0061,0.0,0.059,88.4468,0
00992,0.0005,0.0,0.113,1.112,0
00997,0.0742,0.0,0.5934,73.1481,0
00998,0.0424,0.0,0.314,78.2609,1
00999,0.0104,0.0,0.0992,39.7387,1
01000,0.0155,0.0,0.111,45.8843,0
01001,0.0289,0.0,0.1391,76.868,1
01002,0.0241,0.0,0.1451,76.7241,0
01003,0.0113,0.0,0.0836,27.1744,1
01009,0.0074,0.0,0.0688,63.1881,0
01010,0.0091,0.0,0.0913,43.0423,0
01012,0.019,0.0,0.2344,83.7248,0
01015,0.0047,0.0,0.034,76.0255,0
01018,0.0378,0.0,0.2486,35.8209,0
01019,0.007,0.0,0.0532,43.7838,0
01020,0.0284,0.0,0.1268,70.7792,0
01021,0.003,0.0,0.0533,33.6804,1
01022,0.099,0.0,0.6045,59.375,1
01024,0.0065,0.0,0.0596,75.4003,1
01025,0.0129,0.0,0.0618,76.4706,1
01029,0.0611,0.0,0.4484,75.5319,0
01030,0.011,0.0,0.0863,36.1236,0
01031,0.0438,0.0,0.3358,51.1986,0
01032,0.0763,0.0,0.2997,63.5501,0
01034,0.0078,0.0,0.0502,64.9226,1
01035,0.015,0.0,0.1589,22.1566,0
01036,0.0217,0.0,0.1219,34.3162,0
01038,0.0861,0.0,0.9361,26.3359,0
01039,0.1002,0.0,0.4276,74.4108,1
01041,0.0057,0.0,0.0568,19.9822,0
01042,0.0056,0.0,0.057,24.6255,1
01044,0.0098,0.0,0.0572,92.7835,0
01045,0.0033,0.0,0.0308,96.4286,0
01046,0.0033,0.0,0.0362,77.717,0
01050,0.0074,0.0,0.0562,54.5262,1
01051,0.0077,0.0,0.0406,82.7331,0
01052,0.0478,0.0,0.1849,40.6323,1
01054,0.0043,0.0,0.0394,79.5085,1
01055,0.005,0.0,0.0322,62.7404,1
01056,0.0356,0.0,0.1942,36.9145,1
01057,0.0336,0.0,0.2356,71.7122,1
01058,0.0086,0.0,0.0863,34.4141,1
01059,0.0735,0.0,0.4661,46.5306,0
01060,0.033,0.0,0.2396,56.9079,1
01062,0.0071,0.0,0.0915,25.2288,0
01063,0.0036,0.0,0.0559,8.9456,0
01064,0.0456,0.0,0.2635,85.7407,0
01065,0.007,0.0,0.0566,72.4171,0
01066,0.0028,0.0,0.0639,14.7732,0
01069,0.0118,0.0,0.0953,94.3958,0
01070,0.0366,0.0,0.3328,89.0459,1
01073,0.0093,0.0,0.0679,74.2661,1
01075,0.108,0.0,0.3914,61.2903,0
01076,0.0499,0.0,0.2853,72.2689,0
01077,0.0059,0.0,0.0536,73.0245,1
01080,0.0129,0.0,0.1645,15.5942,0
01081,0.0591,0.0,0.2968,51.1737,0
01082,0.0309,0.0,0.2273,66.0473,1
01083,0.0047,0.0,0.0581,71.8362,1
01084,0.0184,0.0,0.1337,37.5701,0
01085,0.0037,0.0,0.0419,70.8998,1
01086,0.0096,0.0,0.1125,85.0032,0
01087,0.1785,0.0,0.4745,100.0,1
01088,0.0992,0.0,0.3953,55.643,1
01089,0.0393,0.0,0.5405,40.2116,0
01090,0.0101,0.0,0.0712,32.8794,0
01091,0.0268,0.0,0.1374,56.0976,0
01092,0.0087,0.0,0.1065,68.6691,1
01093,0.0177,0.0,0.1612,24.6946,0
01095,0.0077,0.0,0.0684,69.0114,1
01099,0.0505,0.0,0.4359,35.6757,0
01100,0.0119,0.0,0.0793,81.9114,1
01102,0.2374,0.0,0.8878,66.1905,0
01103,0.0055,0.0,0.0348,67.1925,1
01104,0.0055,0.0,0.058,76.3663,0
01105,0.0252,0.0,0.1223,78.1865,0
01106,0.0207,0.0,0.1662,86.6197,0
01107,0.0053,0.0,0.0426,88.9584,0
01109,0.0785,0.0,0.6634,53.7634,0
01110,0.0069,0.0,0.0717,59.1944,0
01118,0.0035,0.0,0.0339,61.7389,1
01119,0.0055,0.0,0.0509,91.7156,1
01120,0.0133,0.0,0.1082,32.6419,1
01121,0.0142,0.0,0.0914,38.9297,1
01122,0.0034,0.0,0.0174,91.2246,1
01123,0.0098,0.0,0.0823,35.639,1
01126,0.0264,0.0,0.2395,63.4069,0
01127,0.0085,0.0,0.0694,67.5321,0
01128,0.0236,0.0,0.1606,54.038,0
01129,0.0106,0.0,0.1018,27.8027,0
01134,0.0101,0.0,0.0544,73.2353,1
01135,0.005,0.0,0.0589,55.3428,0
01138,0.0189,0.0,0.1125,66.5475,0
01139,0.0061,0.0,0.078,35.7288,1
01143,0.0083,0.0,0.0711,51.2168,0
01145,0.1328,0.0,0.4928,68.6851,0
01146,0.0187,0.0,0.1268,64.1304,0
01147,0.0061,0.0,0.0626,44.2089,0
01148,0.0101,0.0,0.099,82.7371,0
01149,0.008,0.0,0.0648,69.4541,0
01151,0.0288,0.0,0.0973,87.0629,0
01152,0.0056,0.0,0.0518,45.3621,0
01155,0.0141,0.0,0.0971,42.0926,1
01156,0.0055,0.0,0.0816,10.4304,0
01157,0.0099,0.0,0.0684,59.9482,1
01158,0.0108,0.0,0.0923,59.2416,1
01161,0.0159,0.0,0.1321,41.7874,0
01162,0.0154,0.0,0.1292,63.6879,0
01163,0.0351,0.0,0.155,66.0766,1
01164,0.009,0.0,0.07,48.6686,0
01165,0.007,0.0,0.0674,39.9913,0
01166,0.0109,0.0,0.0655,77.7031,0
01167,0.0155,0.0,0.4443,23.0519,1
01168,0.0781,0.0,0.3489,62.0482,1
01169,0.1824,0.0,0.7711,65.7692,0
01170,0.0067,0.0,0.0441,60.2971,0
01171,0.0041,0.0,0.0505,50.7866,1
01172,0.0044,0.0,0.0387,85.4493,1
01173,0.0241,0.0,0.1473,61.8056,0
01174,0.0113,0.0,0.0707,57.3431,0
01175,0.0079,0.0,0.0576,37.5747,0
01177,0.0819,0.0,0.4514,59.8901,0
01178,0.0548,0.0,0.3276,69.7938,0
01180,0.0091,0.0,0.0848,30.1679,0
01181,0.0317,0.0,0.1432,66.863,1
01182,0.0054,0.0,0.0392,75.4915,1
01183,0.0032,0.0,0.0275,77.2415,0
01184,0.0105,0.0,0.0901,37.5962,1
01185,0.0,0.0,0.0,0.0,1
01186,0.0741,0.0,0.4002,51.6949,0
01188,0.0294,0.0,0.2152,42.5884,0
01191,0.0042,0.0,0.0382,67.6542,1
01195,0.0192,0.0,0.104,66.5837,1
