Sample,Mean_vel,Min_vel,Max_vel,Screen_time_off_percent,Sex
00295,0.8751,0.084,4.2379,100.0,1
00296,0.0139,0.0,0.1556,99.7881,1
00299,0.0044,0.0,0.0662,98.7595,0
00300,0.0047,0.0,0.0376,99.9632,1
00303,0.3945,0.0,1.0777,100.0,0
00304,0.0096,0.0,0.0501,97.9035,0
00305,0.0052,0.0,0.0361,96.6285,0
00307,0.2016,0.0,1.314,98.913,0
00309,0.0049,0.0,0.0534,98.7384,0
00310,0.043,0.0,0.2058,93.2806,1
00311,0.423,0.0,1.7111,96.0784,0
00312,0.0142,0.0,0.1072,97.8838,0
00317,0.1056,0.0,0.6534,100.0,1
00319,0.0045,0.0,0.0477,98.1672,1
00322,0.0075,0.0,0.0555,97.132,1
00324,0.0078,0.0,0.0738,96.4572,1
00325,0.0047,0.0,0.0718,97.8311,0
00326,0.0033,0.0,0.0369,97.3953,0
00330,0.0113,0.0,0.0827,97.8159,0
00331,0.0397,0.0,0.4055,98.4043,0
00332,0.0212,0.0,0.1425,100.0,1
00339,0.5022,0.0,2.9253,96.6667,0
00342,0.0252,0.0,0.1182,100.0,0
00343,0.0119,0.0,0.0684,99.2508,1
00351,0.0061,0.0,0.0462,98.2123,0
00354,0.1733,0.0,0.5691,100.0,1
00355,0.0413,0.0,0.2057,97.8485,1
00356,0.0037,0.0,0.039,99.0385,0
00357,0.0056,0.0,0.0472,98.374,0
00358,0.0029,0.0,0.0471,97.0892,0
00359,0.0147,0.0,0.1101,98.0326,0
00363,0.0042,0.0,0.0302,97.8356,1
00376,0.0053,0.0,0.0348,99.698,1
00377,0.0051,0.0,0.0662,97.3161,0
00382,0.0032,0.0,0.0312,98.9912,0
00383,0.051,0.0,0.9133,97.9839,0
00459,0.0308,0.0,0.1511,90.9875,1
00460,0.0591,0.0,0.3034,100.0,1
00463,0.0085,0.0,0.093,96.133,0
00465,0.0881,0.0,0.3378,98.8562,0
00466,0.0367,0.0,0.2396,91.8367,1
00467,0.1391,0.0,0.9184,99.2593,0
00469,0.0234,0.0,0.1597,96.288,0
00471,0.0048,0.0,0.0489,99.9039,1
00472,0.0049,0.0,0.0559,97.9577,0
00473,0.0696,0.0,0.2482,99.2152,0
00475,0.046,0.0,0.5575,99.3808,0
00477,0.0027,0.0,0.0198,100.0,1
00480,0.0042,0.0,0.0422,97.01,1
00481,0.009,0.0,0.0614,95.5592,0
00487,0.0209,0.0,0.1017,98.3888,1
00488,0.0068,0.0,0.0483,96.176,0
00491,0.0233,0.0,0.3352,95.8791,0
00492,0.0724,0.0,0.2563,98.1693,1
00493,0.0086,0.0,0.0869,97.2816,1
00494,0.0062,0.0,0.0491,97.2812,0
00495,0.0074,0.0,0.0791,98.9044,0
00496,0.0039,0.0,0.1469,99.7227,0
00499,0.0183,0.0,0.1067,96.0449,1
00500,0.02,0.0,0.1073,98.913,0
00501,0.0217,0.0,0.1856,97.693,1
00503,0.004,0.0,0.0374,92.5221,0
00505,0.0084,0.0,0.0923,96.2645,0
00507,0.0062,0.0,0.0626,94.3389,0
00509,0.0033,0.0,0.0356,97.2291,0
00510,0.0013,0.0,0.0654,99.9384,1
00511,0.0564,0.0,0.4622,99.8778,0
00512,0.0221,0.0,0.1523,97.7503,0
00513,0.0059,0.0,0.0338,92.2137,1
00514,0.0063,0.0,0.0762,99.6135,0
00518,0.0255,0.0,0.1824,99.8328,0
00519,0.0002,0.0,0.0431,100.0,0
00520,0.007,0.0,0.0395,98.959,1
00521,0.0159,0.0,0.0769,95.0037,0
00522,0.0002,0.0,0.0519,99.9798,0
00525,0.0171,0.0,0.1163,97.1246,0
00531,0.021,0.0,0.133,96.1896,0
00533,0.0251,0.0,0.2923,99.3865,1
00534,0.0038,0.0,0.0465,99.8961,1
00535,0.0051,0.0,0.0539,97.7837,0
00539,0.0105,0.0,0.1186,96.9029,0
00540,0.0078,0.0,0.075,95.7333,0
00542,0.1117,0.0,0.4473,99.359,0
00544,0.1,0.0,0.4046,98.951,0
00545,0.0259,0.0,0.1318,96.3438,0
00546,0.0031,0.0,0.0313,96.2535,1
00547,0.0068,0.0,0.0668,97.1882,1
00548,0.0069,0.0,0.0515,98.4551,0
00549,0.0218,0.0,0.1417,96.319,1
00550,0.0092,0.0,0.0593,93.5594,0
00553,0.0145,0.0,0.1261,98.4285,1
00554,0.0181,0.0,0.1299,95.6418,0
00555,0.009,0.0,0.0538,93.105,1
00560,0.011,0.0,0.1072,98.2126,0
00562,0.0081,0.0,0.088,99.4121,0
00563,0.0066,0.0,0.0623,97.2877,0
00565,0.0079,0.0,0.0779,98.796,1
00566,0.0061,0.0,0.046,97.8313,1
00569,0.0052,0.0,0.0955,99.1877,0
00572,0.0104,0.0,0.0696,99.9423,1
00574,0.0051,0.0,0.0491,94.9244,0
00575,0.0099,0.0,0.0731,98.9377,0
00578,0.1618,0.0,0.758,97.619,0
00580,0.0039,0.0,0.044,96.8354,1
00581,0.0081,0.0,0.088,96.6629,1
00584,0.088,0.0,0.503,100.0,1
00585,0.0175,0.0,0.1101,98.7398,1
00588,0.0094,0.0,0.0718,99.3122,0
00590,0.0616,0.0,0.5172,98.0969,0
00595,0.0073,0.0,0.0654,96.6245,1
00597,0.0068,0.0,0.0984,97.987,1
00599,0.02,0.0,0.1345,100.0,1
00600,0.0057,0.0,0.0541,94.7817,1
00601,0.0071,0.0,0.0851,99.0438,1
00602,0.0085,0.0,0.0555,98.6882,1
00605,0.0085,0.0,0.0699,97.2645,1
00606,0.0071,0.0,0.0659,97.6823,1
00607,0.0066,0.0,0.0588,96.9013,0
00610,0.0067,0.0,0.0519,93.0375,0
00611,0.0084,0.0,0.056,93.8729,1
00613,0.0161,0.0,0.1248,98.6595,0
00616,0.0065,0.0,0.0597,98.0556,0
00617,0.1454,0.0,0.5446,97.0046,1
00618,0.0188,0.0,0.1204,96.6571,1
00619,0.0052,0.0,0.0601,97.6998,0
00621,0.0817,0.0,0.5848,99.6403,0
00622,0.0272,0.0,0.1642,96.117,0
00623,0.0021,0.0,0.0407,98.0455,1
00624,0.0086,0.0,0.1065,98.217,1
00626,0.0077,0.0,0.0641,96.17,1
00627,0.1184,0.0,0.9697,98.9848,0
00632,0.1027,0.0,0.552,99.4186,0
00633,0.5297,0.0803,1.4703,100.0,0
00634,0.0936,0.0,0.3396,97.7113,0
00636,0.0155,0.0,0.13,97.2151,1
00638,0.0428,0.0,0.5301,99.1781,0
00641,0.0046,0.0,0.0505,98.8583,0
00642,0.0169,0.0,0.1012,98.0488,0
00643,0.0277,0.0,0.2685,99.8452,0
00644,0.0108,0.0,0.079,93.5224,0
00645,0.0516,0.0,0.3651,99.0305,0
00646,0.0072,0.0,0.059,98.814,0
00649,0.044,0.0,0.1774,100.0,0
00650,0.007,0.0,0.0975,97.7401,0
00653,0.0047,0.0,0.0463,97.1033,1
00654,0.0064,0.0,0.0615,97.1779,1
00658,0.0432,0.0,0.2635,95.4039,0
00661,0.0261,0.0,0.1093,93.6966,0
00663,0.0448,0.0,0.353,98.6278,0
00666,0.0246,0.0,0.2799,99.7423,0
00667,0.0061,0.0,0.0662,96.6483,1
00668,0.0051,0.0,0.046,99.1089,0
00669,0.0073,0.0,0.0484,96.8948,0
00670,0.0806,0.0,0.3904,100.0,0
00672,0.0162,0.0,0.0918,97.3655,0
00675,0.2192,0.0,0.7209,99.1803,1
00676,0.0164,0.0,0.1579,97.7901,1
00677,0.0234,0.0,0.1828,91.6118,1
00678,0.0059,0.0,0.0882,94.6366,1
00679,0.0043,0.0,0.0441,96.8687,0
00680,0.0073,0.0,0.1141,98.7796,0
00682,0.0085,0.0,0.0994,97.9597,1
00683,0.009,0.0,0.0831,97.2427,1
00686,0.0204,0.0,0.1677,98.3294,0
00687,0.0635,0.0,0.2614,100.0,1
00688,0.0189,0.0,0.1135,96.7037,0
00690,0.0338,0.0,0.1379,92.8571,1
00691,0.0039,0.0,0.0456,96.7399,1
00693,0.1698,0.0,1.0205,99.3151,1
00694,0.0195,0.0,0.1145,96.956,1
00695,0.0159,0.0,0.1066,96.6632,0
00696,0.0073,0.0,0.0632,95.7566,0
00699,0.118,0.0,0.4864,94.2786,1
00700,0.0045,0.0,0.0723,99.0046,1
00704,0.0061,0.0,0.0784,97.8356,0
00706,0.0064,0.0,0.0511,98.1464,1
00707,0.0444,0.0,0.1903,100.0,0
00710,0.0091,0.0,0.0979,97.7784,0
00711,0.0502,0.0,0.2833,100.0,1
00712,0.0067,0.0,0.0681,96.7041,1
00714,0.0046,0.0,0.0264,99.9139,1
00716,0.0752,0.0,0.6207,97.6038,1
00718,0.0072,0.0,0.0544,97.3886,1
00719,0.0019,0.0,0.0246,99.8489,1
00721,0.0123,0.0,0.0972,99.4227,0
00722,0.0105,0.0,0.0736,95.4595,1
00728,0.051,0.0,0.4595,100.0,1
00729,0.0148,0.0,0.1258,92.0596,0
00730,0.0211,0.0,0.1338,97.3751,1
00731,0.0233,0.0,0.1449,98.0707,1
00732,0.0042,0.0,0.0516,98.5579,1
00733,0.0211,0.0,0.2362,91.9643,0
00737,0.0075,0.0,0.0565,97.0911,0
00740,0.003,0.0,0.0367,99.8984,0
00741,0.0031,0.0,0.0328,99.9741,1
00742,0.0503,0.0,0.3305,94.8012,0
00743,0.0107,0.0,0.0709,95.03,0
00745,0.0792,0.0,0.4946,99.8397,0
00746,0.0111,0.0,0.1077,98.7753,0
00747,0.0076,0.0,0.0548,95.1685,1
00748,0.0058,0.0,0.0471,98.1354,0
00749,0.0611,0.0,0.2355,99.409,1
00750,0.0051,0.0,0.0526,97.2603,1
00752,0.0255,0.0,0.1814,100.0,0
00753,0.011,0.0,0.089,97.6934,1
00755,0.0196,0.0,0.1739,98.6574,1
00756,0.0545,0.0,0.4597,99.6885,0
00757,0.0064,0.0,0.0574,98.6882,0
00764,0.027,0.0,0.1209,96.7294,0
00765,0.0294,0.0,0.2332,95.9215,0
00767,0.0067,0.0,0.0562,96.7757,0
00771,0.0172,0.0,0.1072,94.6457,0
00772,0.0063,0.0,0.0618,98.4167,1
00773,0.0215,0.0,0.1233,99.0557,1
00774,0.1823,0.0,0.9816,98.2877,0
00775,0.0077,0.0,0.0593,98.0408,0
00776,0.0059,0.0,0.0579,96.2549,0
00777,0.0257,0.0,0.1166,94.4056,0
00779,0.0058,0.0,0.0531,97.2807,1
00789,0.0058,0.0,0.0786,96.5233,1
00790,0.0096,0.0,0.068,97.9039,0
00791,0.058,0.0,0.4242,97.541,0
00795,0.0116,0.0,0.0816,95.7729,1
00796,0.0025,0.0,0.0284,95.9644,1
00798,0.0128,0.0,0.3734,99.5775,1
00801,0.0389,0.0,0.2194,99.5787,1
00802,0.0089,0.0,0.0596,95.0402,0
00803,0.024,0.0,0.4614,100.0,0
00804,0.0015,0.0,0.0233,97.9052,1
00806,0.0044,0.0,0.0407,99.4191,0
00807,0.0652,0.0,0.4393,98.0892,0
00808,0.0049,0.0,0.0765,99.1085,0
00810,0.0176,0.0,0.1786,100.0,1
00811,0.0074,0.0,0.0604,95.2657,1
00812,0.0066,0.0,0.0596,98.4954,0
00814,0.0102,0.0,0.1001,97.5455,0
00818,0.0233,0.0,0.1733,95.5333,1
00819,0.135,0.0,0.7755,100.0,1
00820,0.0273,0.0,0.1686,97.27,1
00821,0.0058,0.0,0.0556,98.573,0
00823,0.0119,0.0,0.0767,95.8333,1
00825,0.2128,0.0,0.8224,98.8235,1
00827,0.0352,0.0,0.2137,98.927,1
00828,0.1053,0.0,0.4026,96.648,1
00831,0.0081,0.0,0.0673,96.6194,0
00832,0.054,0.0,0.4682,98.1191,0
00833,0.0105,0.0,0.0874,96.7962,0
00835,0.0022,0.0,0.0256,99.6047,1
00837,0.0041,0.0,0.046,96.2042,0
00840,0.0046,0.0,0.0475,97.6077,0
00841,0.1543,0.0,0.715,96.1538,0
00842,0.026,0.0,0.1751,99.7832,0
00849,0.0727,0.0,0.3516,94.9296,0
00850,0.0217,0.0,0.1225,97.542,0
00851,0.0137,0.0,0.0767,94.3281,1
00852,0.0066,0.0,0.0584,97.5558,1
00853,0.0241,0.0,0.1814,99.1701,0
00855,0.0097,0.0,0.0738,95.5061,0
00859,0.0042,0.0,0.0428,99.0916,1
00861,0.0133,0.0,0.0605,93.9572,0
00864,0.0055,0.0,0.0914,93.756,1
00865,0.01,0.0,0.0625,96.1858,0
00868,0.0086,0.0,0.0679,97.6013,0
00869,0.0084,0.0,0.0741,97.0233,0
00872,0.0158,0.0,0.1795,98.7106,1
00873,0.0346,0.0,0.2588,94.7368,1
00874,0.0059,0.0,0.0508,95.7826,1
00875,0.0195,0.0,0.1266,95.7067,1
00876,0.032,0.0,0.1295,98.4921,1
00878,0.0058,0.0,0.0462,96.5941,0
00880,0.0065,0.0,0.0491,96.2083,1
00881,0.0084,0.0,0.0696,95.4638,0
00882,0.007,0.0,0.0651,99.2839,0
00886,0.0681,0.0,0.7833,100.0,0
00888,0.0064,0.0,0.0689,99.0731,0
00889,0.0256,0.0,0.2365,93.1452,1
00890,0.0281,0.0,0.0956,98.5123,1
00891,0.0227,0.0,0.2037,98.0645,0
00892,0.0077,0.0,0.0566,96.0514,1
00894,0.0269,0.0,0.1695,98.6293,0
00896,0.0073,0.0,0.0659,97.6602,0
00897,0.0226,0.0,0.1024,98.2517,1
00898,0.0115,0.0,0.0884,96.4925,0
00899,0.0076,0.0,0.0788,97.5351,0
00900,0.0055,0.0,0.063,95.4332,0
00904,0.0285,0.0,0.1553,94.0594,0
00905,0.0072,0.0,0.0628,96.4106,0
00907,0.0082,0.0,0.0537,93.588,1
00911,0.0071,0.0,0.0593,97.5,0
00912,0.0077,0.0,0.0624,95.4989,0
00914,0.0124,0.0,0.1299,99.6324,0
00915,0.0171,0.0,0.0755,97.4308,1
00921,0.0048,0.0,0.0446,98.7976,0
00923,0.0388,0.0,0.3491,97.6974,1
00924,0.0072,0.0,0.0726,94.6614,1
00926,0.0243,0.0,0.1077,96.4597,0
00927,0.0063,0.0,0.0549,97.4734,0
00930,0.0281,0.0,0.1974,99.8462,1
00931,0.0376,0.0,0.1363,94.0464,1
00932,0.0029,0.0,0.0241,99.847,1
00933,0.0055,0.0,0.0728,98.0724,0
00934,0.0086,0.0,0.074,96.7271,0
00935,0.0036,0.0,0.0286,99.933,1
00938,0.0264,0.0,0.3502,95.11,1
00939,0.752,0.2419,2.0162,96.875,1
00944,0.0053,0.0,0.0802,99.0814,0
00945,0.0041,0.0,0.0412,92.3833,1
00947,0.0054,0.0,0.0637,97.5229,1
00948,0.0069,0.0,0.0598,95.5516,0
00949,0.0053,0.0,0.059,96.7351,0
00953,0.0052,0.0,0.0545,95.741,1
00955,0.4128,0.0,1.1222,100.0,1
00956,0.0603,0.0,0.4478,97.2441,1
00960,0.0059,0.0,0.0481,96.4869,0
00961,0.0513,0.0,0.3097,96.6851,1
00963,0.0252,0.0,0.1541,95.2189,1
00965,0.1254,0.0,0.4446,98.8215,0
00968,0.0912,0.0,0.309,99.7076,1
00969,0.0218,0.0,0.1317,97.0806,0
00971,0.0142,0.0,0.1019,96.3794,1
00974,0.0072,0.0,0.0644,96.1918,0
00976,0.0081,0.0,0.047,92.2242,0
00980,0.0028,0.0,0.0497,98.994,0
00981,0.0034,0.0,0.0308,95.461,0
00982,0.0687,0.0,0.7225,99.6894,1
00983,0.02,0.0,0.1304,99.1121,1
00984,0.0371,0.0,0.867,100.0,0
00986,0.033,0.0,0.1819,99.2754,1
00989,0.0282,0.0,0.2393,99.1549,0
00991,0.0061,0.0,0.059,98.1859,0
00992,0.0005,0.0,0.113,99.8411,0
00997,0.0742,0.0,0.5934,96.2963,0
00998,0.0424,0.0,0.314,100.0,1
00999,0.0104,0.0,0.0992,97.696,1
01000,0.0155,0.0,0.111,98.6145,0
01001,0.0289,0.0,0.1391,98.4897,1
01002,0.0241,0.0,0.1451,95.9052,0
01003,0.0113,0.0,0.0836,98.6267,1
01009,0.0074,0.0,0.0688,95.6438,0
01010,0.0091,0.0,0.0913,97.0668,0
01012,0.019,0.0,0.2344,95.4698,0
01015,0.0047,0.0,0.034,93.529,0
01018,0.0378,0.0,0.2486,98.209,0
01019,0.007,0.0,0.0532,96.5315,0
01020,0.0284,0.0,0.1268,94.955,0
01021,0.003,0.0,0.0533,98.6784,1
01022,0.099,0.0,0.6045,99.5536,1
01024,0.0065,0.0,0.0596,96.6521,1
01025,0.0129,0.0,0.0618,100.0,1
01029,0.0611,0.0,0.4484,98.9362,0
01030,0.011,0.0,0.0863,98.3902,0
01031,0.0438,0.0,0.3358,99.8288,0
01032,0.0763,0.0,0.2997,98.2385,0
01034,0.0078,0.0,0.0502,97.5633,1
01035,0.015,0.0,0.1589,99.1876,0
01036,0.0217,0.0,0.1219,98.1624,0
01038,0.0861,0.0,0.9361,98.855,0
01039,0.1002,0.0,0.4276,96.2963,1
01041,0.0057,0.0,0.0568,97.4245,0
01042,0.0056,0.0,0.057,98.7079,1
01044,0.0098,0.0,0.0572,99.0628,0
01045,0.0033,0.0,0.0308,99.5017,0
01046,0.0033,0.0,0.0362,94.7482,0
01050,0.0074,0.0,0.0562,97.1947,1
01051,0.0077,0.0,0.0406,95.2146,0
01052,0.0478,0.0,0.1849,95.4333,1
01054,0.0043,0.0,0.0394,94.1502,1
01055,0.005,0.0,0.0322,92.807,1
01056,0.0356,0.0,0.1942,94.4501,1
01057,0.0336,0.0,0.2356,97.0223,1
01058,0.0086,0.0,0.0863,94.4531,1
01059,0.0735,0.0,0.4661,97.9592,0
01060,0.033,0.0,0.2396,96.3816,1
01062,0.0071,0.0,0.0915,98.1905,0
01063,0.0036,0.0,0.0559,99.5641,0
01064,0.0456,0.0,0.2635,95.7407,0
01065,0.007,0.0,0.0566,92.1801,0
01066,0.0028,0.0,0.0639,98.7204,0
01069,0.0118,0.0,0.0953,96.4974,0
01070,0.0366,0.0,0.3328,94.6996,1
01073,0.0093,0.0,0.0679,94.5659,1
01075,0.108,0.0,0.3914,100.0,0
01076,0.0499,0.0,0.2853,96.2185,0
01077,0.0059,0.0,0.0536,96.6524,1
01080,0.0129,0.0,0.1645,98.7131,0
01081,0.0591,0.0,0.2968,99.7653,0
01082,0.0309,0.0,0.2273,99.4932,1
01083,0.0047,0.0,0.0581,98.5734,1
01084,0.0184,0.0,0.1337,96.3863,0
01085,0.0037,0.0,0.0419,95.6252,1
01086,0.0096,0.0,0.1125,96.4901,0
01087,0.1785,0.0,0.4745,100.0,1
01088,0.0992,0.0,0.3953,91.3386,1
01089,0.0393,0.0,0.5405,99.4709,0
01090,0.0101,0.0,0.0712,94.3226,0
01091,0.0268,0.0,0.1374,96.9803,0
01092,0.0087,0.0,0.1065,93.4749,1
01093,0.0177,0.0,0.1612,99.0401,0
01095,0.0077,0.0,0.0684,96.7137,1
01099,0.0505,0.0,0.4359,98.9189,0
01100,0.0119,0.0,0.0793,97.7844,1
01102,0.2374,0.0,0.8878,94.7619,0
01103,0.0055,0.0,0.0348,96.9449,1
01104,0.0055,0.0,0.058,98.1105,0
01105,0.0252,0.0,0.1223,98.8083,0
01106,0.0207,0.0,0.1662,99.0141,0
01107,0.0053,0.0,0.0426,91.8248,0
01109,0.0785,0.0,0.6634,98.3871,0
01110,0.0069,0.0,0.0717,98.6944,0
01118,0.0035,0.0,0.0339,97.352,1
01119,0.0055,0.0,0.0509,96.9169,1
01120,0.0133,0.0,0.1082,96.5427,1
01121,0.0142,0.0,0.0914,98.5015,1
01122,0.0034,0.0,0.0174,99.7126,1
01123,0.0098,0.0,0.0823,96.2437,1
01126,0.0264,0.0,0.2395,100.0,0
01127,0.0085,0.0,0.0694,97.0824,0
01128,0.0236,0.0,0.1606,97.8622,0
01129,0.0106,0.0,0.1018,98.991,0
01134,0.0101,0.0,0.0544,88.8009,1
01135,0.005,0.0,0.0589,98.8127,0
01138,0.0189,0.0,0.1125,97.3953,0
01139,0.0061,0.0,0.078,97.661,1
01143,0.0083,0.0,0.0711,97.2735,0
01145,0.1328,0.0,0.4928,99.1349,0
01146,0.0187,0.0,0.1268,98.2213,0
01147,0.0061,0.0,0.0626,94.2606,0
01148,0.0101,0.0,0.099,99.5424,0
01149,0.008,0.0,0.0648,96.0546,0
01151,0.0288,0.0,0.0973,97.8322,0
01152,0.0056,0.0,0.0518,95.1207,0
01155,0.0141,0.0,0.0971,95.7088,1
01156,0.0055,0.0,0.0816,99.4949,0
01157,0.0099,0.0,0.0684,94.1451,1
01158,0.0108,0.0,0.0923,97.7374,1
01161,0.0159,0.0,0.1321,98.5507,0
01162,0.0154,0.0,0.1292,95.3357,0
01163,0.0351,0.0,0.155,96.0287,1
01164,0.009,0.0,0.07,98.4714,0
01165,0.007,0.0,0.0674,95.8406,0
01166,0.0109,0.0,0.0655,92.496,0
01167,0.0155,0.0,0.4443,99.6753,1
01168,0.0781,0.0,0.3489,87.9518,1
01169,0.1824,0.0,0.7711,97.3077,0
01170,0.0067,0.0,0.0441,91.921,0
01171,0.0041,0.0,0.0505,97.0246,1
01172,0.0044,0.0,0.0387,98.8154,1
01173,0.0241,0.0,0.1473,98.1692,0
01174,0.0113,0.0,0.0707,96.7093,0
01175,0.0079,0.0,0.0576,97.3915,0
01177,0.0819,0.0,0.4514,98.7179,0
01178,0.0548,0.0,0.3276,95.9794,0
01180,0.0091,0.0,0.0848,98.2649,0
01181,0.0317,0.0,0.1432,95.985,1
01182,0.0054,0.0,0.0392,95.4275,1
01183,0.0032,0.0,0.0275,96.101,0
01184,0.0105,0.0,0.0901,95.722,1
01186,0.0741,0.0,0.4002,95.4237,0
01188,0.0294,0.0,0.2152,97.0924,0
01191,0.0042,0.0,0.0382,98.8288,1
01195,0.0192,0.0,0.104,93.8745,1
01199,0.0682,0.0,0.3249,97.2356,1
01200,0.0224,0.0,0.0924,98.8708,1
01201,0.017,0.0,0.1196,97.0825,1
