Sample,Mean_vel,Min_vel,Max_vel,Screen_time_off_percent
01107,0.0053,0.0000,0.0426,91.8248
01109,0.0785,0.0000,0.6634,98.3871
01110,0.0069,0.0000,0.0717,98.6944
01118,0.0035,0.0000,0.0339,97.3520
01119,0.0055,0.0000,0.0509,96.9169
01120,0.0133,0.0000,0.1082,96.5427
01121,0.0142,0.0000,0.0914,98.5015
01122,0.0034,0.0000,0.0174,99.7126
01123,0.0098,0.0000,0.0823,96.2437
01126,0.0264,0.0000,0.2395,100.0000
01127,0.0085,0.0000,0.0694,97.0824
01128,0.0236,0.0000,0.1606,97.8622
01129,0.0106,0.0000,0.1018,98.9910
01134,0.0101,0.0000,0.0544,88.8009
01135,0.0050,0.0000,0.0589,98.8127
01138,0.0189,0.0000,0.1125,97.3953
01139,0.0061,0.0000,0.0780,97.6610
01143,0.0083,0.0000,0.0711,97.2735
01145,0.1328,0.0000,0.4928,99.1349
01146,0.0187,0.0000,0.1268,98.2213
01147,0.0061,0.0000,0.0626,94.2606
01148,0.0101,0.0000,0.0990,99.5424
01149,0.0080,0.0000,0.0648,96.0546
01151,0.0288,0.0000,0.0973,97.8322
01152,0.0056,0.0000,0.0518,95.1207
01155,0.0141,0.0000,0.0971,95.7088
01156,0.0055,0.0000,0.0816,99.4949
01157,0.0099,0.0000,0.0684,94.1451
01158,0.0108,0.0000,0.0923,97.7374
01161,0.0159,0.0000,0.1321,98.5507
01162,0.0154,0.0000,0.1292,95.3357
01163,0.0351,0.0000,0.1550,96.0287
01164,0.0090,0.0000,0.0700,98.4714
01165,0.0070,0.0000,0.0674,95.8406
01166,0.0109,0.0000,0.0655,92.4960
01167,0.0155,0.0000,0.4443,99.6753
01168,0.0781,0.0000,0.3489,87.9518
01169,0.1824,0.0000,0.7711,97.3077
01170,0.0067,0.0000,0.0441,91.9210
01171,0.0041,0.0000,0.0505,97.0246
01172,0.0044,0.0000,0.0387,98.8154
01173,0.0241,0.0000,0.1473,98.1692
01174,0.0113,0.0000,0.0707,96.7093
01175,0.0079,0.0000,0.0576,97.3915
01177,0.0819,0.0000,0.4514,98.7179
01178,0.0548,0.0000,0.3276,95.9794
01180,0.0091,0.0000,0.0848,98.2649
01181,0.0317,0.0000,0.1432,95.9850
01182,0.0054,0.0000,0.0392,95.4275
01183,0.0032,0.0000,0.0275,96.1010
01184,0.0105,0.0000,0.0901,95.7220
01186,0.0741,0.0000,0.4002,95.4237
01188,0.0294,0.0000,0.2152,97.0924
01191,0.0042,0.0000,0.0382,98.8288
01195,0.0192,0.0000,0.1040,93.8745
01199,0.0682,0.0000,0.3249,97.2356
01200,0.0224,0.0000,0.0924,98.8708
01201,0.0170,0.0000,0.1196,97.0825
01204,0.0093,0.0000,0.0767,99.0096
01206,0.0094,0.0000,0.0629,93.3648
01207,0.0400,0.0000,0.3353,96.8858
01208,0.0053,0.0000,0.0578,99.5857
01209,0.0048,0.0000,0.0479,94.1782
01211,0.0311,0.0000,0.2262,96.6712
01212,0.0058,0.0000,0.1639,99.5271
01213,0.0960,0.0000,0.5203,99.2908
01219,0.0006,0.0000,0.0632,100.0000
01220,0.0070,0.0000,0.0444,95.1727
01221,0.0508,0.0000,0.2357,97.3098
01222,0.0619,0.0000,0.2481,98.4055
01224,0.0029,0.0000,0.0367,99.7053
01225,0.0179,0.0000,0.1039,93.6120
01231,0.0032,0.0000,0.0316,98.2528
01232,0.0374,0.0000,0.3092,93.8144
